time,cam_name,pc_name,occupied_gt,people_count_gt
1970-01-01 00:00:12,Front_left,PC1,1,1
1970-01-01 00:00:12,Front_left,PC2,1,1
1970-01-01 00:00:12,Front_left,PC3,0,0
1970-01-01 00:00:12,Front_left,PC7,0,0
1970-01-01 00:00:12,Front_left,PC8,0,0
1970-01-01 00:00:12,Front_left,PC9,0,0
1970-01-01 00:00:16,Front_left,PC1,1,1
1970-01-01 00:00:16,Front_left,PC2,0,1
1970-01-01 00:00:16,Front_left,PC3,0,0
1970-01-01 00:00:16,Front_left,PC7,0,0
1970-01-01 00:00:16,Front_left,PC8,0,0
1970-01-01 00:00:16,Front_left,PC9,0,0
1970-01-01 00:00:49,Front_left,PC1,1,1
1970-01-01 00:00:49,Front_left,PC2,1,1
1970-01-01 00:00:49,Front_left,PC3,0,0
1970-01-01 00:00:49,Front_left,PC7,0,0
1970-01-01 00:00:49,Front_left,PC8,0,0
1970-01-01 00:00:49,Front_left,PC9,0,0
1970-01-01 00:00:50,Front_left,PC1,1,1
1970-01-01 00:00:50,Front_left,PC2,1,2
1970-01-01 00:00:50,Front_left,PC3,0,0
1970-01-01 00:00:50,Front_left,PC7,0,0
1970-01-01 00:00:50,Front_left,PC8,0,0
1970-01-01 00:00:50,Front_left,PC9,0,0
1970-01-01 00:16:01,Front_left,PC1,1,1
1970-01-01 00:16:01,Front_left,PC2,0,2
1970-01-01 00:16:01,Front_left,PC3,0,0
1970-01-01 00:16:01,Front_left,PC7,0,0
1970-01-01 00:16:01,Front_left,PC8,0,0
1970-01-01 00:16:01,Front_left,PC9,0,0
1970-01-01 00:16:03,Front_left,PC1,1,1
1970-01-01 00:16:03,Front_left,PC2,0,2
1970-01-01 00:16:03,Front_left,PC3,1,1
1970-01-01 00:16:03,Front_left,PC7,0,0
1970-01-01 00:16:03,Front_left,PC8,0,0
1970-01-01 00:16:03,Front_left,PC9,0,0
1970-01-01 00:16:09,Front_left,PC1,0,1
1970-01-01 00:16:09,Front_left,PC2,0,2
1970-01-01 00:16:09,Front_left,PC3,1,1
1970-01-01 00:16:09,Front_left,PC7,0,0
1970-01-01 00:16:09,Front_left,PC8,0,0
1970-01-01 00:16:09,Front_left,PC9,0,0
1970-01-01 00:16:17,Front_left,PC1,0,1
1970-01-01 00:16:17,Front_left,PC2,0,2
1970-01-01 00:16:17,Front_left,PC3,1,1
1970-01-01 00:16:17,Front_left,PC7,1,1
1970-01-01 00:16:17,Front_left,PC8,0,0
1970-01-01 00:16:17,Front_left,PC9,0,0
1970-01-01 00:16:25,Front_left,PC1,0,1
1970-01-01 00:16:25,Front_left,PC2,0,2
1970-01-01 00:16:25,Front_left,PC3,1,1
1970-01-01 00:16:25,Front_left,PC7,0,1
1970-01-01 00:16:25,Front_left,PC8,0,0
1970-01-01 00:16:25,Front_left,PC9,0,0
1970-01-01 00:16:42,Front_left,PC1,0,1
1970-01-01 00:16:42,Front_left,PC2,0,2
1970-01-01 00:16:42,Front_left,PC3,1,1
1970-01-01 00:16:42,Front_left,PC7,1,2
1970-01-01 00:16:42,Front_left,PC8,0,0
1970-01-01 00:16:42,Front_left,PC9,0,0
1970-01-01 00:31:20,Front_left,PC1,0,1
1970-01-01 00:31:20,Front_left,PC2,0,2
1970-01-01 00:31:20,Front_left,PC3,0,1
1970-01-01 00:31:20,Front_left,PC7,1,2
1970-01-01 00:31:20,Front_left,PC8,0,0
1970-01-01 00:31:20,Front_left,PC9,0,0
1970-01-01 00:31:22,Front_left,PC1,0,1
1970-01-01 00:31:22,Front_left,PC2,0,2
1970-01-01 00:31:22,Front_left,PC3,0,1
1970-01-01 00:31:22,Front_left,PC7,0,2
1970-01-01 00:31:22,Front_left,PC8,0,0
1970-01-01 00:31:22,Front_left,PC9,0,0
1970-01-01 00:31:25,Front_left,PC1,0,1
1970-01-01 00:31:25,Front_left,PC2,0,2
1970-01-01 00:31:25,Front_left,PC3,0,1
1970-01-01 00:31:25,Front_left,PC7,0,2
1970-01-01 00:31:25,Front_left,PC8,1,1
1970-01-01 00:31:25,Front_left,PC9,0,0
1970-01-01 00:31:27,Front_left,PC1,0,1
1970-01-01 00:31:27,Front_left,PC2,0,2
1970-01-01 00:31:27,Front_left,PC3,0,1
1970-01-01 00:31:27,Front_left,PC7,0,2
1970-01-01 00:31:27,Front_left,PC8,1,1
1970-01-01 00:31:27,Front_left,PC9,0,0
1970-01-01 00:31:28,Front_left,PC1,0,1
1970-01-01 00:31:28,Front_left,PC2,0,2
1970-01-01 00:31:28,Front_left,PC3,0,1
1970-01-01 00:31:28,Front_left,PC7,0,2
1970-01-01 00:31:28,Front_left,PC8,1,1
1970-01-01 00:31:28,Front_left,PC9,1,1
1970-01-01 00:46:43,Front_left,PC1,0,1
1970-01-01 00:46:43,Front_left,PC2,0,2
1970-01-01 00:46:43,Front_left,PC3,0,1
1970-01-01 00:46:43,Front_left,PC7,0,2
1970-01-01 00:46:43,Front_left,PC8,1,1
1970-01-01 00:46:43,Front_left,PC9,0,1
