time,cam_name,pc_name,occupied_gt,people_count_gt
1970-01-01 00:00:00,Front_right,PC10,0,0
1970-01-01 00:00:00,Front_right,PC11,0,0
1970-01-01 00:00:00,Front_right,PC12,0,0
1970-01-01 00:00:00,Front_right,PC4,1,1
1970-01-01 00:00:00,Front_right,PC5,0,0
1970-01-01 00:00:00,Front_right,PC6,0,0
1970-01-01 00:01:29,Front_right,PC10,0,0
1970-01-01 00:01:29,Front_right,PC11,0,0
1970-01-01 00:01:29,Front_right,PC12,0,0
1970-01-01 00:01:29,Front_right,PC4,1,1
1970-01-01 00:01:29,Front_right,PC5,1,1
1970-01-01 00:01:29,Front_right,PC6,0,0
1970-01-01 00:01:32,Front_right,PC10,0,0
1970-01-01 00:01:32,Front_right,PC11,0,0
1970-01-01 00:01:32,Front_right,PC12,1,1
1970-01-01 00:01:32,Front_right,PC4,1,1
1970-01-01 00:01:32,Front_right,PC5,1,1
1970-01-01 00:01:32,Front_right,PC6,0,0
1970-01-01 00:01:34,Front_right,PC10,0,0
1970-01-01 00:01:34,Front_right,PC11,1,1
1970-01-01 00:01:34,Front_right,PC12,1,1
1970-01-01 00:01:34,Front_right,PC4,1,1
1970-01-01 00:01:34,Front_right,PC5,1,1
1970-01-01 00:01:34,Front_right,PC6,0,0
1970-01-01 00:01:37,Front_right,PC10,1,1
1970-01-01 00:01:37,Front_right,PC11,1,1
1970-01-01 00:01:37,Front_right,PC12,1,1
1970-01-01 00:01:37,Front_right,PC4,1,1
1970-01-01 00:01:37,Front_right,PC5,1,1
1970-01-01 00:01:37,Front_right,PC6,0,0
1970-01-01 00:02:17,Front_right,PC10,1,1
1970-01-01 00:02:17,Front_right,PC11,1,1
1970-01-01 00:02:17,Front_right,PC12,1,1
1970-01-01 00:02:17,Front_right,PC4,0,1
1970-01-01 00:02:17,Front_right,PC5,1,1
1970-01-01 00:02:17,Front_right,PC6,0,0
1970-01-01 00:02:29,Front_right,PC10,1,1
1970-01-01 00:02:29,Front_right,PC11,1,1
1970-01-01 00:02:29,Front_right,PC12,1,1
1970-01-01 00:02:29,Front_right,PC4,0,1
1970-01-01 00:02:29,Front_right,PC5,1,1
1970-01-01 00:02:29,Front_right,PC6,1,1
1970-01-01 00:02:36,Front_right,PC10,1,1
1970-01-01 00:02:36,Front_right,PC11,1,1
1970-01-01 00:02:36,Front_right,PC12,1,1
1970-01-01 00:02:36,Front_right,PC4,1,1
1970-01-01 00:02:36,Front_right,PC5,1,1
1970-01-01 00:02:36,Front_right,PC6,1,1
1970-01-01 00:04:13,Front_right,PC10,1,1
1970-01-01 00:04:13,Front_right,PC11,1,1
1970-01-01 00:04:13,Front_right,PC12,1,1
1970-01-01 00:04:13,Front_right,PC4,1,1
1970-01-01 00:04:13,Front_right,PC5,1,1
1970-01-01 00:04:13,Front_right,PC6,0,1
1970-01-01 00:04:48,Front_right,PC10,1,1
1970-01-01 00:04:48,Front_right,PC11,1,1
1970-01-01 00:04:48,Front_right,PC12,1,1
1970-01-01 00:04:48,Front_right,PC4,1,1
1970-01-01 00:04:48,Front_right,PC5,1,1
1970-01-01 00:04:48,Front_right,PC6,1,1
1970-01-01 00:14:00,Front_right,PC10,1,1
1970-01-01 00:14:00,Front_right,PC11,1,1
1970-01-01 00:14:00,Front_right,PC12,1,1
1970-01-01 00:14:00,Front_right,PC4,0,1
1970-01-01 00:14:00,Front_right,PC5,1,1
1970-01-01 00:14:00,Front_right,PC6,1,1
1970-01-01 00:14:20,Front_right,PC10,1,1
1970-01-01 00:14:20,Front_right,PC11,1,1
1970-01-01 00:14:20,Front_right,PC12,1,1
1970-01-01 00:14:20,Front_right,PC4,1,1
1970-01-01 00:14:20,Front_right,PC5,1,1
1970-01-01 00:14:20,Front_right,PC6,1,1
1970-01-01 00:16:56,Front_right,PC10,1,1
1970-01-01 00:16:56,Front_right,PC11,1,1
1970-01-01 00:16:56,Front_right,PC12,1,1
1970-01-01 00:16:56,Front_right,PC4,1,1
1970-01-01 00:16:56,Front_right,PC5,1,1
1970-01-01 00:16:56,Front_right,PC6,0,1
1970-01-01 00:16:57,Front_right,PC10,1,1
1970-01-01 00:16:57,Front_right,PC11,0,1
1970-01-01 00:16:57,Front_right,PC12,1,1
1970-01-01 00:16:57,Front_right,PC4,1,1
1970-01-01 00:16:57,Front_right,PC5,1,1
1970-01-01 00:16:57,Front_right,PC6,0,1
1970-01-01 00:16:58,Front_right,PC10,0,1
1970-01-01 00:16:58,Front_right,PC11,0,1
1970-01-01 00:16:58,Front_right,PC12,0,1
1970-01-01 00:16:58,Front_right,PC4,1,1
1970-01-01 00:16:58,Front_right,PC5,1,1
1970-01-01 00:16:58,Front_right,PC6,0,1
