time,cam_name,pc_name,occupied_gt,people_count_gt
1970-01-01 00:00:00,Back_left,PC13,1,1
1970-01-01 00:00:00,Back_left,PC14,0,0
1970-01-01 00:00:00,Back_left,PC15,0,0
1970-01-01 00:00:00,Back_left,PC19,0,0
1970-01-01 00:00:00,Back_left,PC20,0,0
1970-01-01 00:00:00,Back_left,PC21,0,0
1970-01-01 00:00:00,Back_left,PC25,0,0
1970-01-01 00:00:00,Back_left,PC26,0,0
1970-01-01 00:00:00,Back_left,PC27,0,0
1970-01-01 00:00:30,Back_left,PC13,1,1
1970-01-01 00:00:30,Back_left,PC14,1,1
1970-01-01 00:00:30,Back_left,PC15,0,0
1970-01-01 00:00:30,Back_left,PC19,0,0
1970-01-01 00:00:30,Back_left,PC20,0,0
1970-01-01 00:00:30,Back_left,PC21,0,0
1970-01-01 00:00:30,Back_left,PC25,0,0
1970-01-01 00:00:30,Back_left,PC26,0,0
1970-01-01 00:00:30,Back_left,PC27,0,0
1970-01-01 00:15:47,Back_left,PC13,1,1
1970-01-01 00:15:47,Back_left,PC14,0,1
1970-01-01 00:15:47,Back_left,PC15,0,0
1970-01-01 00:15:47,Back_left,PC19,0,0
1970-01-01 00:15:47,Back_left,PC20,0,0
1970-01-01 00:15:47,Back_left,PC21,0,0
1970-01-01 00:15:47,Back_left,PC25,0,0
1970-01-01 00:15:47,Back_left,PC26,0,0
1970-01-01 00:15:47,Back_left,PC27,0,0
1970-01-01 00:15:52,Back_left,PC13,1,1
1970-01-01 00:15:52,Back_left,PC14,0,1
1970-01-01 00:15:52,Back_left,PC15,1,1
1970-01-01 00:15:52,Back_left,PC19,0,0
1970-01-01 00:15:52,Back_left,PC20,0,0
1970-01-01 00:15:52,Back_left,PC21,0,0
1970-01-01 00:15:52,Back_left,PC25,0,0
1970-01-01 00:15:52,Back_left,PC26,0,0
1970-01-01 00:15:52,Back_left,PC27,0,0
1970-01-01 00:15:59,Back_left,PC13,0,1
1970-01-01 00:15:59,Back_left,PC14,0,1
1970-01-01 00:15:59,Back_left,PC15,1,1
1970-01-01 00:15:59,Back_left,PC19,0,0
1970-01-01 00:15:59,Back_left,PC20,0,0
1970-01-01 00:15:59,Back_left,PC21,0,0
1970-01-01 00:15:59,Back_left,PC25,0,0
1970-01-01 00:15:59,Back_left,PC26,0,0
1970-01-01 00:15:59,Back_left,PC27,0,0
1970-01-01 00:16:03,Back_left,PC13,0,1
1970-01-01 00:16:03,Back_left,PC14,0,1
1970-01-01 00:16:03,Back_left,PC15,1,1
1970-01-01 00:16:03,Back_left,PC19,0,0
1970-01-01 00:16:03,Back_left,PC20,0,0
1970-01-01 00:16:03,Back_left,PC21,1,1
1970-01-01 00:16:03,Back_left,PC25,0,0
1970-01-01 00:16:03,Back_left,PC26,0,0
1970-01-01 00:16:03,Back_left,PC27,0,0
1970-01-01 00:16:05,Back_left,PC13,1,1
1970-01-01 00:16:05,Back_left,PC14,0,1
1970-01-01 00:16:05,Back_left,PC15,1,1
1970-01-01 00:16:05,Back_left,PC19,0,0
1970-01-01 00:16:05,Back_left,PC20,0,0
1970-01-01 00:16:05,Back_left,PC21,0,0
1970-01-01 00:16:05,Back_left,PC25,0,0
1970-01-01 00:16:05,Back_left,PC26,0,0
1970-01-01 00:16:05,Back_left,PC27,0,0
1970-01-01 00:17:39,Back_left,PC13,0,1
1970-01-01 00:17:39,Back_left,PC14,0,1
1970-01-01 00:17:39,Back_left,PC15,1,1
1970-01-01 00:17:39,Back_left,PC19,0,0
1970-01-01 00:17:39,Back_left,PC20,0,0
1970-01-01 00:17:39,Back_left,PC21,1,1
1970-01-01 00:17:39,Back_left,PC25,0,0
1970-01-01 00:17:39,Back_left,PC26,0,0
1970-01-01 00:17:39,Back_left,PC27,0,0
1970-01-01 00:17:41,Back_left,PC13,0,1
1970-01-01 00:17:41,Back_left,PC14,0,1
1970-01-01 00:17:41,Back_left,PC15,1,1
1970-01-01 00:17:41,Back_left,PC19,0,0
1970-01-01 00:17:41,Back_left,PC20,0,0
1970-01-01 00:17:41,Back_left,PC21,1,1
1970-01-01 00:17:41,Back_left,PC25,1,1
1970-01-01 00:17:41,Back_left,PC26,0,0
1970-01-01 00:17:41,Back_left,PC27,0,0
1970-01-01 00:30:53,Back_left,PC13,0,1
1970-01-01 00:30:53,Back_left,PC14,0,1
1970-01-01 00:30:53,Back_left,PC15,0,1
1970-01-01 00:30:53,Back_left,PC19,0,0
1970-01-01 00:30:53,Back_left,PC20,0,0
1970-01-01 00:30:53,Back_left,PC21,1,1
1970-01-01 00:30:53,Back_left,PC25,1,1
1970-01-01 00:30:53,Back_left,PC26,0,0
1970-01-01 00:30:53,Back_left,PC27,0,0
1970-01-01 00:30:54,Back_left,PC13,0,1
1970-01-01 00:30:54,Back_left,PC14,0,1
1970-01-01 00:30:54,Back_left,PC15,0,1
1970-01-01 00:30:54,Back_left,PC19,0,0
1970-01-01 00:30:54,Back_left,PC20,0,0
1970-01-01 00:30:54,Back_left,PC21,0,1
1970-01-01 00:30:54,Back_left,PC25,1,1
1970-01-01 00:30:54,Back_left,PC26,0,0
1970-01-01 00:30:54,Back_left,PC27,0,0
1970-01-01 00:30:58,Back_left,PC13,0,1
1970-01-01 00:30:58,Back_left,PC14,0,1
1970-01-01 00:30:58,Back_left,PC15,0,1
1970-01-01 00:30:58,Back_left,PC19,1,1
1970-01-01 00:30:58,Back_left,PC20,0,0
1970-01-01 00:30:58,Back_left,PC21,0,1
1970-01-01 00:30:58,Back_left,PC25,1,1
1970-01-01 00:30:58,Back_left,PC26,0,0
1970-01-01 00:30:58,Back_left,PC27,0,0
1970-01-01 00:30:59,Back_left,PC13,0,1
1970-01-01 00:30:59,Back_left,PC14,0,1
1970-01-01 00:30:59,Back_left,PC15,0,1
1970-01-01 00:30:59,Back_left,PC19,0,1
1970-01-01 00:30:59,Back_left,PC20,0,0
1970-01-01 00:30:59,Back_left,PC21,0,1
1970-01-01 00:30:59,Back_left,PC25,1,1
1970-01-01 00:30:59,Back_left,PC26,0,0
1970-01-01 00:30:59,Back_left,PC27,0,0
1970-01-01 00:31:02,Back_left,PC13,0,1
1970-01-01 00:31:02,Back_left,PC14,0,1
1970-01-01 00:31:02,Back_left,PC15,0,1
1970-01-01 00:31:02,Back_left,PC19,1,1
1970-01-01 00:31:02,Back_left,PC20,1,1
1970-01-01 00:31:02,Back_left,PC21,0,1
1970-01-01 00:31:02,Back_left,PC25,1,1
1970-01-01 00:31:02,Back_left,PC26,0,0
1970-01-01 00:31:02,Back_left,PC27,0,0
1970-01-01 00:35:37,Back_left,PC13,0,1
1970-01-01 00:35:37,Back_left,PC14,0,2
1970-01-01 00:35:37,Back_left,PC15,0,1
1970-01-01 00:35:37,Back_left,PC19,1,1
1970-01-01 00:35:37,Back_left,PC20,1,1
1970-01-01 00:35:37,Back_left,PC21,0,1
1970-01-01 00:35:37,Back_left,PC25,1,1
1970-01-01 00:35:37,Back_left,PC26,1,1
1970-01-01 00:35:37,Back_left,PC27,0,0
1970-01-01 00:35:55,Back_left,PC13,0,1
1970-01-01 00:35:55,Back_left,PC14,0,2
1970-01-01 00:35:55,Back_left,PC15,0,1
1970-01-01 00:35:55,Back_left,PC19,1,1
1970-01-01 00:35:55,Back_left,PC20,1,1
1970-01-01 00:35:55,Back_left,PC21,0,1
1970-01-01 00:35:55,Back_left,PC25,1,1
1970-01-01 00:35:55,Back_left,PC26,0,1
1970-01-01 00:35:55,Back_left,PC27,1,1
1970-01-01 00:35:57,Back_left,PC13,0,1
1970-01-01 00:35:57,Back_left,PC14,0,2
1970-01-01 00:35:57,Back_left,PC15,0,1
1970-01-01 00:35:57,Back_left,PC19,1,1
1970-01-01 00:35:57,Back_left,PC20,1,1
1970-01-01 00:35:57,Back_left,PC21,0,1
1970-01-01 00:35:57,Back_left,PC25,1,1
1970-01-01 00:35:57,Back_left,PC26,0,1
1970-01-01 00:35:57,Back_left,PC27,0,1
1970-01-01 00:38:51,Back_left,PC13,0,1
1970-01-01 00:38:51,Back_left,PC14,1,2
1970-01-01 00:38:51,Back_left,PC15,0,1
1970-01-01 00:38:51,Back_left,PC19,1,1
1970-01-01 00:38:51,Back_left,PC20,1,1
1970-01-01 00:38:51,Back_left,PC21,0,1
1970-01-01 00:38:51,Back_left,PC25,1,1
1970-01-01 00:38:51,Back_left,PC26,0,0
1970-01-01 00:38:51,Back_left,PC27,0,0
1970-01-01 00:41:58,Back_left,PC13,0,1
1970-01-01 00:41:58,Back_left,PC14,0,2
1970-01-01 00:41:58,Back_left,PC15,0,1
1970-01-01 00:41:58,Back_left,PC19,1,1
1970-01-01 00:41:58,Back_left,PC20,1,1
1970-01-01 00:41:58,Back_left,PC21,0,1
1970-01-01 00:41:58,Back_left,PC25,1,1
1970-01-01 00:41:58,Back_left,PC26,0,0
1970-01-01 00:41:58,Back_left,PC27,0,0
1970-01-01 00:45:54,Back_left,PC13,0,1
1970-01-01 00:45:54,Back_left,PC14,0,2
1970-01-01 00:45:54,Back_left,PC15,0,1
1970-01-01 00:45:54,Back_left,PC19,1,1
1970-01-01 00:45:54,Back_left,PC20,0,1
1970-01-01 00:45:54,Back_left,PC21,0,1
1970-01-01 00:45:54,Back_left,PC25,1,1
1970-01-01 00:45:54,Back_left,PC26,0,1
1970-01-01 00:45:54,Back_left,PC27,0,1
1970-01-01 00:45:55,Back_left,PC13,0,1
1970-01-01 00:45:55,Back_left,PC14,0,2
1970-01-01 00:45:55,Back_left,PC15,0,1
1970-01-01 00:45:55,Back_left,PC19,0,1
1970-01-01 00:45:55,Back_left,PC20,0,1
1970-01-01 00:45:55,Back_left,PC21,0,1
1970-01-01 00:45:55,Back_left,PC25,1,1
1970-01-01 00:45:55,Back_left,PC26,0,1
1970-01-01 00:45:55,Back_left,PC27,0,1
1970-01-01 00:46:04,Back_left,PC13,0,1
1970-01-01 00:46:04,Back_left,PC14,0,2
1970-01-01 00:46:04,Back_left,PC15,0,1
1970-01-01 00:46:04,Back_left,PC19,0,1
1970-01-01 00:46:04,Back_left,PC20,0,1
1970-01-01 00:46:04,Back_left,PC21,0,1
1970-01-01 00:46:04,Back_left,PC25,1,1
1970-01-01 00:46:04,Back_left,PC26,0,1
1970-01-01 00:46:04,Back_left,PC27,1,2
1970-01-01 00:46:19,Back_left,PC13,0,1
1970-01-01 00:46:19,Back_left,PC14,0,2
1970-01-01 00:46:19,Back_left,PC15,0,1
1970-01-01 00:46:19,Back_left,PC19,0,1
1970-01-01 00:46:19,Back_left,PC20,0,1
1970-01-01 00:46:19,Back_left,PC21,0,1
1970-01-01 00:46:19,Back_left,PC25,1,1
1970-01-01 00:46:19,Back_left,PC26,1,2
1970-01-01 00:46:19,Back_left,PC27,1,2
1970-01-01 01:01:41,Back_left,PC13,0,1
1970-01-01 01:01:41,Back_left,PC14,0,2
1970-01-01 01:01:41,Back_left,PC15,0,1
1970-01-01 01:01:41,Back_left,PC19,0,1
1970-01-01 01:01:41,Back_left,PC20,0,1
1970-01-01 01:01:41,Back_left,PC21,0,1
1970-01-01 01:01:41,Back_left,PC25,1,1
1970-01-01 01:01:41,Back_left,PC26,0,2
1970-01-01 01:01:41,Back_left,PC27,0,2
